b'Cop to pro-CAA group: \\u2018Go ahead and throw stones\\u2019 https://t.co/FZCaxdgz7Z',b'1232172283617112064',b'Santasree Chaudhuri',b'Iamsantasree',"b'Kolkata,India'","b""Social entrepreneur,Women's rights Activist. Advocate of peace,non violence & gender equality.Practicing Buddhist,.Avid traveler, Poet,Poetry Film Maker.""",b'909',b'197',b'90',b'106225',b'89770',b'False',b'False',b'False',b'False',b'2010-05-19 10:41:08'
b'@amitmalviya Where is your police. Pelting the stones with Pro CAA roiters.',b'1232172195452841984',b'Tamasha Been',b'meetme1987',"b'New Delhi, India'","b'Foodie, Urban Naxal,\\nRSS Shakha School, Jamia Millia Islamia.\\nRetweets are not endorsements.'",b'132',b'773',b'0',b'10998',b'17491',b'False',b'False',b'False',b'False',b'2012-01-13 15:19:26'
b'@AamAadmiParty @ArvindKejriwal Strong action must be taken against these so called PRO CAA goons and their partner Delhi Police.',b'1232171935771103232',b'Mushahid Anwar',b'ArMushahidAnwar',"b'Delhi, India'","b'An Architect, Assistant Professor'",b'12',b'56',b'0',b'8',b'586',b'False',b'False',b'True',b'False',b'2019-12-21 11:27:48'
b'Delhi violence: Jafrabad shooter falsely identified as part of pro-CAA mob https://t.co/N9136Y3Y5z via @AltNews',b'1232171927302635521',b'Dhanya Rajendran',b'dhanyarajendran',"b'bengaluru, india'","b""Journalist. Editor-in-chief @thenewsminute . Views personal, don't troll TNM for it. https://t.co/p7JTC3eRmQ\\u2026""",b'220233',b'2902',b'999',b'100717',b'6598',b'True',b'False',b'False',b'False',b'2009-07-28 07:42:48'
"b""@MushtaqAnsari80 @DelhiPolice @MirrorNow @saharzaman @ShefVaidya @MrsGandhi I don't care wthr they are Pro or Anti\\u2026 https://t.co/ugp7J14ukt""",b'1232171819571933190',b'Feelings \\U0001f1ee\\U0001f1f3',b'Hindustaan_Mera',"b'New Delhi, India'","b""Hindustani By Birth \\U0001f1ee\\U0001f1f3\\nBy Nationality \\U0001f1ee\\U0001f1f3 By Heart \\U0001f1ee\\U0001f1f3\\nKARMA = SLAYER !!!   \\n\\nYep \\U0001f918, It's A Permanent Tattoo. \\n\\nModi Hei Toh Hi Mumkin Hei.\\U0001f4aa""",b'1077',b'1054',b'2',b'10131',b'21494',b'False',b'False',b'True',b'False',b'2019-10-13 09:57:04'
"b'Police tumhare saath thi , vo bhi aatankwadi thi wardi mei. \\n\\nLekin Itihaas tumhe qaatil zaroor likhega. Zaroor lik\\u2026 https://t.co/uXkVADvs4v'",b'1232171765838647297',b'Swati Khanna',b'mynameswatik',b'',"b'Hi, I am Swati Khanna, Law Student, DU. This is my first ID on twitter. I have recently joined Instagram (mynameswati). Was earlier just on FB.'",b'836',b'29',b'0',b'145',b'124',b'False',b'False',b'True',b'False',b'2020-02-18 07:14:39'
b'@sohampuranik_ @legend7577 @spectatorindex https://t.co/ialDinAjWm',b'1232171712344510465',b'Hasnat Israq',b'hasnatrbm',b'',"b""There's no bigger task than protecting the homeland & Revolutionized its system ...... Want to Change the Country & World""",b'254',b'2265',b'0',b'2099',b'30710',b'False',b'False',b'False',b'False',b'2011-06-24 10:46:05'
b'Can we please stop calling them \\u201cPro CAA Protestors\\u201d? It\\u2019s just plain idiotic. Hindutva Murder Mob is a better desc\\u2026 https://t.co/EnHwISKaaA',b'1232171687887523845',b'The Angry Odia \\U0001f1ee\\U0001f1f3\\U0001f989',b'AngryOdia',b'Bhubaneswar',"b'Privileged, Rasagola infused Odia brimming with Twitter Wokeness. Pragmatism. Reformism. Equality. Liberty & Progress'",b'353',b'940',b'4',b'3733',b'9679',b'False',b'False',b'False',b'False',b'2017-11-17 07:35:01'
b'@AntiChr86569964 @spectatorindex https://t.co/ialDinAjWm',b'1232171661463437313',b'Hasnat Israq',b'hasnatrbm',b'',"b""There's no bigger task than protecting the homeland & Revolutionized its system ...... Want to Change the Country & World""",b'254',b'2265',b'0',b'2099',b'30710',b'False',b'False',b'False',b'False',b'2011-06-24 10:46:05'
b'@imKarthiik @spectatorindex https://t.co/ialDinAjWm',b'1232171569784315905',b'Hasnat Israq',b'hasnatrbm',b'',"b""There's no bigger task than protecting the homeland & Revolutionized its system ...... Want to Change the Country & World""",b'254',b'2265',b'0',b'2099',b'30710',b'False',b'False',b'False',b'False',b'2011-06-24 10:46:05'
b'@ANI Yes peaceful protest was done by anti CAA people and now Pro CAA rioters are doing this violence. Your party a\\u2026 https://t.co/3bufr9Q1jU',b'1232171533767823360',b'Awaze Mohammad',b'Imawaze05',b'Hyderabad',b'',b'210',b'276',b'1',b'4277',b'6160',b'False',b'False',b'True',b'False',b'2014-03-13 18:31:05'
b'@Karthik_sonu65 @aliyasath @spectatorindex https://t.co/ialDinAjWm',b'1232171521386283008',b'Hasnat Israq',b'hasnatrbm',b'',"b""There's no bigger task than protecting the homeland & Revolutionized its system ...... Want to Change the Country & World""",b'254',b'2265',b'0',b'2099',b'30710',b'False',b'False',b'False',b'False',b'2011-06-24 10:46:05'
b'@taklu_fan @SalmanWasim02 @BEkansha Kya proof he jo log he sab muslim hi he anti caa he ya pro caa he it cell activ\\u2026 https://t.co/S0MaPlCaFl',b'1232171492126994432',b'Maaz Shabbir Ahmed fayyaz ali',b'MaazFayyaz',"b'\\u091c\\u094b\\u0917\\u0947\\u0936\\u094d\\u0935\\u0930\\u0940 \\u092a\\u0936\\u094d\\u091a\\u093f\\u092e, \\u092e\\u0941\\u0902\\u092c\\u0908'",b'I am a huge fan of Salman Khan.',b'128',b'354',b'0',b'7738',b'30238',b'False',b'False',b'True',b'False',b'2019-11-22 12:54:42'
b'We were trying to make people understand that CAA is not Anti Muslim of India but Protestor are remained concentrat\\u2026 https://t.co/j4HS2pbHSB',b'1232171404096753665',b'Adrit Magnar \\U0001f1ee\\U0001f1f3',b'u_ankit_',b'India',b'Indian\\U0001f1ee\\U0001f1f3. Believe in Ideation\\U0001f4a1Solution\\U0001f50bCreation\\u26a1 Innovation \\U0001f526\\n3 Ds- Debate. Discussion. Dissent. \\n          Disruption\\u274c',b'126',b'532',b'1',b'18540',b'20682',b'False',b'False',b'False',b'False',b'2018-07-28 05:29:01'
"b'CAA/NRC demonstrators clash in Delhi ahead of Trump visit\\n\\n""GO AHEAD and throw stones,"" one policeman told pro CAA\\u2026 https://t.co/2dHVL7k09G'",b'1232171366151008256',b'Abdul Waheed Afridi\\U0001f1f5\\U0001f1f0',b'AbWaheedJI',"b'Peshawar, Pakistan'","b'Youth Worker at @JIPOfficial, Entrepreneur, Ex.member IJT, Reading Junkie, @TeamQuetta, Foreign affairs, #TeamJI, all Opinions are mine! https://t.co/kEUV5AY9qT'",b'456',b'175',b'2',b'5867',b'21634',b'False',b'False',b'True',b'False',b'2018-11-01 15:09:43'
"b""Delhi CM @ArvindKejriwal should come and stand between pro CAA and anti CAA protesters. He shouldn't allow his people to kill each other.""",b'1232171300195430400',b'Mritunjay Singh',b'Mritunjay3121',"b'Jawahar Lal Nehru University, '","b'Ph.D Scholar, JNUite.'",b'246',b'218',b'4',b'2058',b'1197',b'False',b'False',b'True',b'False',b'2016-04-27 18:21:01'
"b'In photos: CAA supporters attack Muslims at Delhi protest, hurl stones and petrol bombs  https://t.co/4qLcMy8KqU via @scroll_in'",b'1232171272211034112',b'Abdul Salam',b'AbdulSa91188193',b'',b'honesty is the best policy',b'1',b'57',b'0',b'5',b'21',b'False',b'False',b'True',b'False',b'2019-11-16 14:09:24'
b'@sandymridul \\u0906\\u0902\\u091f\\u0940 \\u091c\\u0940 caa. \\u092e\\u0941\\u0938\\u094d\\u0932\\u093f\\u092e \\u0926\\u0947\\u0936 \\u0915\\u0947 14 \\u0914\\u0930 12 \\u0938\\u093e\\u0932 \\u0915\\u0940 \\u0939\\u093f\\u0902\\u0926\\u0942 \\u092c\\u091a\\u094d\\u091a\\u0940 \\u092f\\u093e \\u091c\\u093f\\u0928\\u0915\\u093e \\u0906\\u092a\\u0915\\u0947 \\u092a\\u094d\\u092f\\u093e\\u0930\\u0947 \\u092e\\u0941\\u0938\\u094d\\u0932\\u093f\\u092e \\u0909\\u0920\\u093e\\u0915\\u0947 \\u0932\\u0947\\u091c\\u093e\\u0924\\u0947 \\u0939\\u0948\\u2026 https://t.co/8sZeoR7lLt',b'1232171255735951361',b'Aryan',b'Aryan51786101',b'',b'',b'3',b'129',b'0',b'458',b'1433',b'False',b'False',b'True',b'False',b'2020-01-23 04:11:21'
"b""@sardesairajdeep If the same thing done by pro CAA protestor you declared them terrorists but right now you don't b\\u2026 https://t.co/oDYcb9SGpY""",b'1232171200014684161',b'Arun Purohit',b'Arun_Gajja',"b'Jodhpur, India'",b'',b'44',b'408',b'0',b'3599',b'31994',b'False',b'False',b'True',b'False',b'2011-09-24 09:58:05'
b'Clash Between Pro CAA &amp; Anti-CAA Protesters In Delhi | PM Busy With TRUMP\\n#TrumpInIndia #CAAProtest\\u2026 https://t.co/6nygMFRwKT',b'1232171195245584385',b'Apeksha News',b'ApekshaNews',"b'Mumbai, India'",b'A news network on which you can rely for latest news!',b'31',b'129',b'0',b'1843',b'15',b'False',b'False',b'False',b'False',b'2019-02-11 13:19:09'
"b'@ExSecular They burned buses, we did nothing.\\n\\nThey shouted anti hindu slogans, we said nothing. \\n\\nThey doing prote\\u2026 https://t.co/vxGzqIWQSE'",b'1232171153344647171',b'Saffron Sniper\\u2122',b'SaffronSniper07',b'\\u0939\\u093f\\u0928\\u094d\\u0926\\u0942 \\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930',"b""\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947 \\u0938\\u0926\\u093e \\u0935\\u0924\\u094d\\u0938\\u0932\\u0947 \\u092e\\u093e\\u0924\\u0943\\u092d\\u0942\\u092e\\u0947\\n\\u0924\\u094d\\u0935\\u092f\\u093e \\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u092d\\u0942\\u092e\\u0947 \\u0938\\u0941\\u0916\\u0902 \\u0935\\u0930\\u094d\\u0927\\u093f\\u0924\\u094b\\u093d\\u0939\\u092e\\u094d\\u0964\\n\\n\\n\\n\\n\\n2 Rs BJP IT Cell Troll, pls don't spam that SS again and again \\U0001f64f\\U0001f923\\u270c\\ufe0f""",b'1040',b'939',b'0',b'9351',b'6498',b'False',b'False',b'True',b'False',b'2019-10-30 04:54:50'
b'@VishalDadlani Anti CAA protestors have been causing nuesance since 2 months they blocked roads they blocked metro\\u2026 https://t.co/I493QsEkok',b'1232171146516353026',b'Harshal Deshpande',b'hdeshpande45',b'',b'',b'2',b'55',b'0',b'810',b'227',b'False',b'True',b'True',b'False',b'2015-11-23 13:19:26'
b'Delhi Violence: Maujpur remains tense after afternoon clash https://t.co/zE1iWkOQ0r',b'1232171142082789378',b'Sandeep Choudhury',b'Sandeep71121431',"b'Kolkata, India'","b'justice,humanity, democracy. Retired.'",b'249',b'170',b'0',b'39261',b'28672',b'False',b'False',b'True',b'False',b'2019-01-14 11:50:22'
b'@Rangoli_A Two groups means anti caa and pro caa.\\nNews channels ko aise hi batana chahiye like two groups\\nApke jais\\u2026 https://t.co/hLmmKEytg3',b'1232170923215613952',b'Soumya Ranjan Singh',b'Srsflash',b'',b'',b'1',b'95',b'0',b'36',b'51',b'False',b'False',b'True',b'False',b'2019-09-12 13:29:51'
b'@SyedTabr @JohnWic63717631 @one_by_two you seriously believe that the stone pelters were pro CAA ? and shahrukh the\\u2026 https://t.co/ZuUj5Uku2Y',b'1232170867557224450',b'Anil Menon',b'anil12493',"b'Mumbai,india'",b'',b'24',b'212',b'1',b'500',b'494',b'False',b'True',b'False',b'False',b'2010-04-04 18:10:07'
b'@arunbothra @ChandrakarLiman No body wants to know even is he pro CAA or anti CAA. Only thing is that is sacrificed\\u2026 https://t.co/sRvST8E428',b'1232170838306127873',b'pritish choudhury',b'pritish85',b'Kolkata',b'Currently work as a Banker....but certainly for my bread and butter....tweet you the update once i get a better meance to earn those...',b'83',b'362',b'0',b'379',b'1346',b'False',b'False',b'False',b'False',b'2010-06-25 20:11:48'
"b'Policeman among 5 killed in Delhi violence over CAA  Vehicles, shops and a house were set on fire and paramilitary\\u2026 https://t.co/EmxBa9Cwen'",b'1232170799055814657',b'K_Conner',b'kvconner',b'CO',"b'""If you\\u2019re not angry, you\\u2019re not paying attention!"" I stand in solidarity with  \\U0001f30a\\U0001f1fa\\U0001f1f8#Resistance  #ImpeachDonaldTrump'",b'1310',b'2383',b'188',b'116662',b'12501',b'False',b'False',b'False',b'False',b'2012-07-17 15:04:40'
b'What is a pro CAA Protestor?\\nThey are haters of Muslims.\\nSupporting a law that discriminates against Muslims both I\\u2026 https://t.co/jyvPr5pQ2x',b'1232170774972096518',b'BG \\u2665\\ufe0f #SouthernCollective',b'joBeeGeorgeous',b'',b'Oru Makkal Oru Nadu... \\n#DravidaNadu',b'6590',b'649',b'19',b'149909',b'92834',b'False',b'False',b'True',b'False',b'2018-02-07 13:01:28'
b'@janardanmis @ShuklaSanjeev77 @KapilMishra_IND with Kapil Mishra ..... thik hai agar woh Anti CAA dharna de sakte h\\u2026 https://t.co/kH0tubRSB6',b'1232170667505643520',b'Balwant Singh',b'balwantsingh101',b'New Delhi',b'',b'133',b'140',b'1',b'352',b'1146',b'False',b'False',b'False',b'False',b'2013-06-06 07:54:46'
b'@KhanIrshad0 @VishalDadlani \\u092f\\u0947 \\u0932\\u094b\\u0917 \\u092d\\u0940 pro caa \\u0939\\u0948 \\u0915\\u094d\\u092f\\u093e? \\u092c\\u0924\\u093e\\u0913 \\u091c\\u0930\\u093e\\u0964 \\u090f\\u0928\\u094d\\u091f\\u0940 caa \\u0939\\u0948 \\u0938\\u092c\\u0915\\u0947 \\u0938\\u092c\\u0964 https://t.co/m2JQaYwzl1',b'1232170662480924673',b'Prashant Choubey',b'Prashan54492415',b'',b'',b'102',b'134',b'0',b'1302',b'15209',b'False',b'True',b'True',b'False',b'2019-09-28 03:50:15'
b'Cop to pro-CAA group: \\u2018Go ahead and throw stones\\u2019 https://t.co/H3AykeeRc3 \\n\\n#DelhiPolice #DelhiViolence',b'1232170647490457600',b'Anbarasu',b'kumar80553',"b'Bengaluru South, India'",b'| Graphic designer | \\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0ba9\\u0bcd \\n| Rationalist | Left wing Liberal | Vadivelu veriyan | \\u0ba4\\u0bcb\\u0bb4\\u0bb0\\u0bcd Manivannan fan |',b'50',b'37',b'1',b'1971',b'3760',b'False',b'False',b'False',b'False',b'2015-04-07 16:56:18'
"b'\\u0930\\u0924\\u0928 \\u0932\\u093e\\u0932 \\u091c\\u0940 \\u0915\\u0940 \\u092e\\u094c\\u0924 \\u0915\\u0940 \\u0916\\u092c\\u0930 \\u0938\\u0941\\u0928\\u0924\\u0947 \\u0939\\u0940 \\u092a\\u0924\\u094d\\u0928\\u0940 \\u0939\\u0941\\u0908 \\u092c\\u0947\\u0939\\u094b\\u0936, \\u092c\\u093f\\u0932\\u0916-\\u092c\\u093f\\u0932\\u0916 \\u0915\\u0947 \\u0930\\u094b\\u090f \\u092c\\u091a\\u094d\\u091a\\u0947\\u0964\\n\\u0915\\u0941\\u091b \\u092e\\u093e\\u0928\\u0938\\u093f\\u0915 \\u0917\\u0941\\u0932\\u093e\\u092e\\u094b\\u0902 \\u0915\\u094b \\u092f\\u0939 \\u0928\\u0939\\u0940\\u0902 \\u0926\\u093f\\u0916\\u0947\\u0917\\u093e\\u0964\\nhttps://t.co/s7CtTb1vGE'",b'1232170608936521728',b'\\u0938\\u093f\\u0926\\u094d\\u0927\\u093e\\u0928\\u094d\\u0924 \\u0915\\u0941\\u092e\\u093e\\u0930 \\U0001f64f\\U0001f49e Sidhant Kumar \\U0001f49e\\U0001f64f',b'iSidhantKumar',"b'New Delhi, India'","b'\\u0938\\u0924\\u094d\\u092f \\u092c\\u094b\\u0932\\u0928\\u093e \\u0906\\u0924\\u093e \\u0939\\u0948\\u0902 \\u0939\\u092e\\u0947\\u0902, \\u0916\\u0941\\u0926 \\u0915\\u0947 \\u0916\\u093f\\u0932\\u093e\\u092b \\u0939\\u094b \\u092f\\u093e \\u0926\\u0942\\u0938\\u0930\\u094b\\u0902 \\u0915\\u0947, \\u091c\\u093f\\u0928\\u094d\\u0926\\u0917\\u0940 \\u0915\\u093e \\u092f\\u0939\\u0940 \\u092b\\u0932\\u0938\\u092b\\u093e \\u0939\\u0948 \\xae Proud Indian \\xae Tweets Are Personal Views \\xae Rt Not Endorsement\\xae(\\U0001f4af%FB)'",b'2364',b'2536',b'1',b'3079',b'25638',b'False',b'False',b'True',b'False',b'2016-02-06 15:52:19'
"b""@libertariandesi And what's with this pro CAA rally's and support. It's a law already passed so what's the support\\u2026 https://t.co/fwv4b2rn4j""",b'1232170603173404673',b'Ajay C',b'Jaatland',b'New Delhi. ',b'Not bound by any identity or ideology.',b'118',b'639',b'2',b'7345',b'447',b'False',b'False',b'True',b'False',b'2012-06-25 10:39:40'
"b'It absolutely pains me to see the demise of a policeman, a father, a husband, a son!\\n\\nNo value for human lives here\\u2026 https://t.co/mTjR587x8I'",b'1232170599532777473',b'Saikiran Kannan',b'saikirankannan',b'\\U0001f1f8\\U0001f1ec \\xd7 \\U0001f1ee\\U0001f1f3 +\\xa0\\U0001f1ee\\U0001f1e9',b'Data Analytics & Security Professional | @SGSMU Masters | Open Source Intelligence Analyst | HBR Advisory Council Member | Blockchain aficionado |  A\\u0b85\\u0905\\u0c85\\u0d05\\u0c05\\xc0 |',b'1050',b'1354',b'34',b'26361',b'15921',b'False',b'False',b'False',b'False',b'2009-09-02 06:07:55'
b'This is not Pro CAA. This is anti Muslim. Anti national. Anti constitution. Anti humanity. Delhi burns because of t\\u2026 https://t.co/aj6ZD6TBr5',b'1232170553139556354',b'ErMustkim shaikh',b'shaikhmustkim93',"b'\\u0627\\u0644\\u0628\\u0627\\u062d\\u0629, \\u0627\\u0644\\u0645\\u0645\\u0644\\u0643\\u0629 \\u0627\\u0644\\u0639\\u0631\\u0628\\u064a\\u0629 \\u0627\\u0644\\u0633\\u0639\\u0648\\u062f'",b'I Love Prophet Muhammad ( Allah\\u2019s peace and blessings be upon him). So I only follow his Sunnah.',b'301',b'1030',b'2',b'2754',b'1150',b'False',b'False',b'True',b'False',b'2013-11-17 01:20:37'
b'@VishalDadlani Pro caa \\u0915\\u0947 \\u0932\\u094b\\u0917 \\u0924\\u092c \\u0906\\u092f\\u0947 \\u091c\\u092c \\u092f\\u0947 \\u0932\\u094b\\u0917 \\u0936\\u093e\\u0939\\u0940\\u0928 \\u092c\\u093e\\u0917 \\u0915\\u093e \\u0930\\u093e\\u0938\\u094d\\u0924\\u093e \\u091c\\u093e\\u092e \\u0915\\u0930\\u0928\\u0947 \\u0915\\u0947 \\u092c\\u093e\\u0926 \\u091c\\u092b\\u0930\\u093e\\u092c\\u093e\\u0926 \\u0915\\u093e \\u0930\\u093e\\u0938\\u094d\\u0924\\u093e \\u091c\\u093e\\u092e \\u0915\\u0930\\u0928\\u0947 \\u0932\\u0917\\u0947\\u0964\\u2026 https://t.co/jxUOWVaY4v',b'1232170378836860928',b'Prashant Choubey',b'Prashan54492415',b'',b'',b'102',b'134',b'0',b'1302',b'15209',b'False',b'True',b'True',b'False',b'2019-09-28 03:50:15'
b'@Javedakhtarjadu Ha ha ha ha\\nThe urban naxal line defense activated.\\nThose trying to themselves from Islamic jihadi\\u2026 https://t.co/BYz6hJS3H7',b'1232170311682023425',b'Constable \\u0935\\u093f\\u0926\\u094d\\u0930\\u094b\\u0939\\u0940\\u0964 \\u0928\\u092e\\u0903 \\u0936\\u093f\\u0935\\u093e\\u092f\\u0964',b'Sanjay_wa',b'India',b'Islamic terrorism will end. Once they start loving their children more than they hate us!\\nFlwd by @PiyushGoyalOffc & @ravibhadoria Blkd by @AudreyTruschke',b'423',b'414',b'22',b'26167',b'47503',b'False',b'False',b'True',b'False',b'2014-05-18 06:41:54'
b'This is not pro caa. This is anti Muslim. Anti national. Anti constitution. Anti humanity. Delhi burns because of t\\u2026 https://t.co/l6b4iyuNNq',b'1232170207424196608',b'Minsarul Haque Madni',b'minsarul_haque',b'Nadwa college Lko',b'I am a Muslim activist and student of Islamic University Nadwatul ulama LUCKNOW',b'67',b'303',b'0',b'381',b'54',b'False',b'False',b'True',b'False',b'2018-12-07 05:29:26'
"b'@MukulYa88 For a last couple of months, about 200 people are protesting against CAA and NPR in Shaheen Bagh and how\\u2026 https://t.co/rQMosxolKb'",b'1232170182853836800',b'Shahlan Rasheeq',b'shahlanabdul',"b'Pandikkad,Kerala,India'",b'',b'16',b'322',b'0',b'73',b'55',b'False',b'False',b'True',b'False',b'2014-11-17 15:29:00'
"b'@sushantsareen If it were a pro CAA protest or Hindus would have protested blocked the road, jumped barricades.. then it is a riot..'",b'1232170178756001792',b'Divya Neeraj \\U0001f1ee\\U0001f1f3',b'NeerajUmarjikar',b'',b'',b'107',b'903',b'2',b'9941',b'9834',b'False',b'False',b'True',b'False',b'2013-09-15 20:41:31'
b'@VishalDadlani So u mean only liberals will issue authority of a rightful protest? Pro CAA need your permission? U\\u2026 https://t.co/5KVXEZNYg7',b'1232170146527088640',b'Sahil\\U0001f506',b'sahilfilmifan',b'Mumbai',b'',b'49',b'139',b'0',b'2819',b'4652',b'False',b'False',b'False',b'False',b'2012-06-13 16:48:02'
b'@BDUTT All 4 civilian must be Muslim.\\nThis is not Pro CAA and Anti CAA clash.\\nThis is anti Muslim riots',b'1232169975353241601',b'Usama Ghazi',b'Usamaaghazi',b'',b'',b'405',b'510',b'1',b'534',b'8444',b'False',b'False',b'True',b'False',b'2012-12-18 13:51:07'
b'If CAA is already an act of law then what are pro CAA protestors agitating about \\U0001f914',b'1232169956340486145',b'Kunal Chakravarty',b'KChakravarty',b'City once known as Bombay',"b'Social entrepreneur | Founder trustee @AFALindia.\\n""Arts bring a change"". Want to be a part of it? HIT the link in the bio!\\nhttps://t.co/Vk8aZYZRsI'",b'1355',b'649',b'15',b'16007',b'2689',b'False',b'False',b'False',b'False',b'2009-03-18 11:52:13'
b'Anti CAA protesters can block roads for months and asks pro CAA counter questions as to why you guys are on road if\\u2026 https://t.co/Fg3oF9kyMr',b'1232169885838512128',b'Arsenal \\u2764\\ufe0f',b'sanwat',b'\\u092d\\u093e\\u0930\\u0924',b'Software developer| Arsenal is bae!!|Jagjit Singh|AR Rehman|Kishore Kumar|Virgo|Pluviophile|Writing a book named Fantastic trolls and where to find them \\U0001f61c',b'655',b'468',b'13',b'43736',b'4918',b'False',b'False',b'False',b'False',b'2009-09-15 10:01:06'
"b'@Vinay_Arsenal Rioters did it! Both sides are culprit here , even though it was initiated by pro CAA thugs(not prot\\u2026 https://t.co/ezNDjtlumO'",b'1232169872513044480',b'Nischith',b'nischi87',b'Mysore',b'Football | Arsenal | Bengaluru FC | Beer | TV Series | 90\\u2019s Kid | Life',b'224',b'922',b'1',b'2360',b'13676',b'False',b'False',b'False',b'False',b'2010-05-05 07:37:16'
b'Police has become brutal now.... \\n\\nPro CAA protestors are now as aggressive as anti CAA protestors. Situation has b\\u2026 https://t.co/5MNwTuvsH1',b'1232169796319502337',b'ScaryKejriwal',b'KejriKaKaal',b'',b'',b'31',b'13',b'0',b'4411',b'43',b'False',b'False',b'True',b'False',b'2016-06-24 10:08:20'
b'https://t.co/91OCKHpaLw',b'1232169603595292672',b'Shaheen Shams',b'Shaheen_Shams',"b'New Delhi, Haryana, India'","b'Lawyer | Entrepreneur | Proud Congressman |   \\n\\n                    \\u0938\\u092d\\u0940 \\u0915\\u093e \\u0916\\u093c\\u0942\\u0928 \\u0939\\u0948 \\u0936\\u093e\\u092e\\u093f\\u0932 \\u092f\\u0939\\u093e\\u0901 \\u0915\\u0940 \\u092e\\u093f\\u091f\\u094d\\u091f\\u0940 \\u092e\\u0947\\u0902,\\n\\u0915\\u093f\\u0938\\u0940 \\u0915\\u0947 \\u092c\\u093e\\u092a \\u0915\\u093e \\u0939\\u093f\\u0928\\u094d\\u0926\\u094b\\u0938\\u094d\\u0924\\u093e\\u0928 \\u0925\\u094b\\u0921\\u093c\\u0940 \\u0939\\u0948 l'",b'128',b'172',b'1',b'742',b'405',b'False',b'False',b'False',b'False',b'2010-02-12 16:10:01'
b'@Muhammadnadwi Bcoz u jihadis do not want pro CAA rally to take place as it exposes you',b'1232169546171109377',b'Amit Kumar',b'AmitKum79993436',b'\\u092d\\u093e\\u0930\\u0924',b'',b'1',b'12',b'0',b'529',b'110',b'False',b'False',b'True',b'False',b'2018-10-18 16:01:54'
"b""@_YogendraYadav Yogendra, what is the necessity  for these words.'He was neither pro CAA nor anti CAA'\\nDid you ever\\u2026 https://t.co/YJa7eK4iXG""",b'1232169516378947584',b'Srinivasan.S',b'ssvsasp',b'',b'',b'566',b'379',b'29',b'74861',b'16988',b'False',b'True',b'True',b'False',b'2011-12-26 09:08:57'
"b'#Ban Anurag Kashyap ####\\n\\n\\u0905\\u0928\\u0941\\u0930\\u093e\\u0917 \\u0915\\u0936\\u094d\\u092f\\u092a \\u0915\\u093e Tweet \\u0939\\u0941\\u0906 \\u0935\\u093e\\u092f\\u0930\\u0932, \\u092c\\u094b\\u0932\\u0947- Pro-CAA \\u0915\\u093e \\u092e\\u0924\\u0932\\u092c \\u090f\\u0902\\u091f\\u0940 \\u092e\\u0941\\u0938\\u094d\\u0932\\u093f\\u092e... - NDTV https://t.co/llxZzRcgZc'",b'1232169217270652929',b'Ashish Chaturvedi',b'ashishchaubey37',"b'\\u0928\\u0908 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940, \\u092d\\u093e\\u0930\\u0924'","b'proud to be an Indian,'",b'15',b'59',b'0',b'278',b'20',b'False',b'False',b'True',b'False',b'2016-08-31 19:34:55'
b'@DikshitSmita @rsprasad Pro CAA in bold. Anti CAA in small fonts.',b'1232169203144282113',b'Siddharth Sharma',b'sidspin',b'Lonely Planet',b'Life is a parody.',b'1321',b'765',b'16',b'37421',b'5461',b'False',b'False',b'False',b'False',b'2009-07-20 04:20:40'
b'This is a family photo of @DelhiPolice Head Constable #RatanLal (in happy times). He was neither pro nor anti #CAA\\u2026 https://t.co/x6qE49MeEY',b'1232169175105191936',b'Suparno Satpathy',b'SuparnoSatpathy',b'',b'Handle maintained by the office of Shri. Suparno Satpathy | Personal tweets are signed-SS',b'13091',b'0',b'36',b'3306',b'1401',b'True',b'False',b'False',b'False',b'2009-10-01 13:57:58'
"b""'Are you Hindu or Muslim?\\u2019: TOI photojournalist recounts Maujpur horror https://t.co/befpKQfxVM via @timesofindia\\u2026 https://t.co/cKtga0DXcP""",b'1232169068578426881',b'ManWithNoCountry',b'akchaudh',b'Los Angeles',b'Air Pollution Specialist. Loves Photography and Salsa Dancing. \\nHumanity is my religion. Freedom of Expression =not Abuse.',b'232',b'743',b'1',b'22729',b'4168',b'False',b'False',b'True',b'False',b'2010-07-21 03:09:16'
