b'Protesters expressing their anger against pro CAA stand of @KeralaGovernor Arif Muhammed Khan by blockading Raj Bha\\u2026 https://t.co/5yU2IpeBfV',b'1232186223814295553',b'basheerpm',b'basheerpm123',b'',b'',b'1',b'29',b'0',b'3',b'1',b'False',b'False',b'True',b'False',b'2015-06-07 05:01:37'
"b""@raorohit194 @mr_tanveer786 @Iam_SyedIrfan @Nehasinghh_ Didn't want to waste my time on you.But the fact is i also\\u2026 https://t.co/l2pN4Mkg1x""",b'1232186222891671553',b'Suman',b'suman_tadaraqs',"b'New Delhi, India'",b'Music & Dance has No Religion & Boundaries. \\n\\n\\nMusic & Dance just express our feelings\\n\\n\\n\\nChoreographer by Profession\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\nTraveller by Thoughts',b'631',b'679',b'0',b'2673',b'11550',b'False',b'False',b'True',b'False',b'2015-12-06 08:07:04'
"b""@zubair_amgaz @srikanthbjp_ @ReallySwara @Mdzeeshanayyub It happens both sides so i cant take sides ..i'll say ya R\\u2026 https://t.co/bPmoB7F5rd""",b'1232186164284551168',b'dr. kuldeep singh',b'KD_peds',b'india',b'MD Pediatrics..aspiring for neonatology...',b'56',b'453',b'0',b'2586',b'168',b'False',b'False',b'True',b'False',b'2010-05-01 18:12:40'
b'@anuragkashyap72 haa pro caa walo ke upar pather chalne waleanti caa wale to tmhre ammi ki \\u0928\\u093e\\u091c\\u093e\\u092f\\u091c \\u0914\\u0932\\u093e\\u0926 hai na',b'1232186103580545024',b'vishesh tripathi',b'visheshtripat13',"b'\\u0917\\u094b\\u0930\\u0916\\u092a\\u0941\\u0930, \\u0909\\u0924\\u094d\\u0924\\u0930 \\u092a\\u094d\\u0930\\u0926\\u0947\\u0936 '",b'',b'31',b'219',b'0',b'294',b'3016',b'False',b'False',b'True',b'False',b'2018-11-19 09:51:21'
b'@Pun_Starr This was nothing pro CAA or anti CAA. They were just anti muslims against muslims.',b'1232186079664648192',b'Fakir Singh\\u2122',b'fuckeer_singh',b'In the Heart of People',b'Thoda Puntastic.\\nAlways Sarcastic.\\nKafi Enthusiastic.\\nBigots pe Drastic.',b'573',b'878',b'0',b'1304',b'18096',b'False',b'False',b'True',b'False',b'2019-09-03 09:25:00'
"b'@anuragkashyap72 Anti persecution  \\nAnti conversions \\nAnti rape, anti murder \\nMean ....\\n#Pro_CAA \\nIt is Indian National policy.'",b'1232186003596640256',b'AjayKumar Sharma',b'_AjayBabu',"b'Alwar, India'","b'\\u0932\\u094b\\u0915\\u0924\\u0902\\u0924\\u094d\\u0930 \\u0938\\u0948\\u0928\\u093e\\u0928\\u0940,\\n\\nI have no existence,\\nExistence is only of the Aatma (God)'",b'1716',b'783',b'6',b'58470',b'65876',b'False',b'False',b'True',b'False',b'2015-09-05 13:17:15'
b'@Vaidehee_c That PRO CAA sanghi goons have killed our policemen and u r also from the sanghis .watch proper cover d\\u2026 https://t.co/0wR0q7qKmH',b'1232185985280036864',b'zia ansari',b'M_ansariZia',b'Thane ',b'\\u26bd\\ufe0fH\\xe0l\\xe3 Madr\\xecd \\U0001f60dCr7 \\U0001f321chemical engineering\\U0001f468\\u200d\\U0001f52c investor and trader\\U0001f468\\u200d\\U0001f4bb',b'99',b'193',b'0',b'936',b'15733',b'False',b'False',b'True',b'False',b'2015-07-27 10:40:19'
"b""@ajuveria9 @jimsnet2020 @AgentSm37204231 @swati_gs @VishalDadlani Reasons behind\\nAnti CAA protests - let's disrupt\\u2026 https://t.co/Ri4rHuxlLR""",b'1232185948894617601',b'The whole Truth',b'Thewhol74804691',b'',b'',b'3',b'39',b'0',b'643',b'285',b'False',b'False',b'True',b'False',b'2019-12-23 21:24:01'
b'@AJEnglish Not anti caa pro caa protester turn violent with @DelhiPolice help',b'1232185936852680705',b'why?',b'deshsankatmehai',b'My Home',b'New one',b'3',b'68',b'0',b'301',b'1098',b'False',b'False',b'True',b'False',b'2019-09-23 10:06:32'
"b""@Pun_Starr Why PRO CAA- it's already a law. What do they want.""",b'1232185780426199040',b'Talha Khan',b'Tkhann20',b'Delhi',"b'Believe in logic, voice my opinion, confused about career and enjoy traveling.'",b'58',b'163',b'0',b'2522',b'5811',b'False',b'False',b'False',b'False',b'2014-08-11 08:44:40'
b'@VishalDadlani Wjat do you think pro CAA crowd should sit at home with folded hands?',b'1232185761946120193',b'Deepak Kadakia\\U0001f1ee\\U0001f1f3',b'djkadakia',"b'Mumbai, India'",b'',b'227',b'425',b'3',b'22537',b'9304',b'False',b'False',b'False',b'False',b'2012-10-07 07:01:54'
b'\\u0938\\u093e\\u0924 \\u0938\\u0902\\u0926\\u0942\\u0915\\u093c\\u094b\\u0902 \\u092e\\u0947\\u0902 \\u092d\\u0930 \\u0915\\u0930 \\u0926\\u092b\\u093c\\u094d\\u0928 \\u0915\\u0930 \\u0926\\u094b \\u0928\\u092b\\u093c\\u0930\\u0924\\u0947\\u0902 \\n\\u0906\\u091c \\u0907\\u0902\\u0938\\u093e\\u0901 \\u0915\\u094b \\u092e\\u094b\\u0939\\u092c\\u094d\\u092c\\u0924 \\u0915\\u0940 \\u091c\\u093c\\u0930\\u0942\\u0930\\u0924 \\u0939\\u0948 \\u092c\\u0939\\u0941\\u0924 \\n\\u0915\\u093e\\u0936! \\u092c\\u0936\\u0940\\u0930 \\u092c\\u0926\\u094d\\u0930 \\u0938\\u093e\\u0939\\u092c \\u0915\\u0940 \\u0907\\u0928 \\u092a\\u0902\\u0915\\u094d\\u200d\\u2026 https://t.co/DBVeOKzLMU',b'1232185752491937793',b'Vijay K. Jha',b'vijaykjha',b'New Delhi (India)',b'Editor @ https://t.co/4kJGqtS8jG (Hindi news site of the Indian Express Group). Political analyst.',b'571',b'401',b'7',b'1274',b'219',b'False',b'False',b'False',b'False',b'2009-09-19 15:58:48'
b'Protesters expressing their anger against pro CAA stand of @KeralaGovernor Arif Muhammed Khan by blockading Raj Bha\\u2026 https://t.co/zIb0Psl9cH',b'1232185624024666112',b'Muhamed Haneef',b'MuhamedHaneef4',b'',b'',b'3',b'13',b'0',b'37',b'35',b'False',b'False',b'True',b'False',b'2020-02-09 16:08:22'
b'@sneheshphilip @DikshitSmita @rsprasad SO you are telling that Firing 8 rounds from pistol is short story but viole\\u2026 https://t.co/6aAECbAkyx',b'1232185613127782401',b'Parshuram',b'angry_parshuram',b'',b'Ex-Secular',b'65',b'172',b'0',b'715',b'15424',b'False',b'False',b'True',b'False',b'2014-12-12 00:45:29'
b'#DelhiBurning \\n#DelhiViolence \\n@Trevornoah @hasanminhaj @mehdirhasan @ReallySwara @Mdzeeshanayyub @ndtv\\u2026 https://t.co/NDzEM2dnxN',b'1232185600435945472',b'Azaadi',b'Azaadi16',b'',b'Pro-Constitution',b'12',b'86',b'0',b'195',b'2818',b'False',b'True',b'True',b'False',b'2020-01-07 18:46:55'
"b'@BDUTT Neither pro caa nor anti caa but Islamist Jehad killed our cop, siddi baat.'",b'1232185594375131136',b'D C Sharma (15000000th Gorkha)',b'dcs1954',b'Siliguri',"b'Retired Bank Official ready to collied head-on against injustice, out spoken, occasional poet.'",b'119',b'129',b'0',b'3600',b'6416',b'False',b'False',b'True',b'False',b'2016-11-08 04:10:40'
"b'Pro CAA or against it, this chaos is NOT what a ""fit"" leader brings onto a country. #DelhiBurning #DelhiViolence\\u2026 https://t.co/jPEPZC3jNY'",b'1232185545431879680',b'Sangita Ekka',b'SangitaEkka77',"b'Bengaluru, Karnataka'",b'En-route independent artist. Solo Polyamorist. Sapiosexual. Unpredictable INTJ. Permanently annoyed. #IWillDieAnArtist',b'161',b'131',b'8',b'467',b'563',b'False',b'False',b'False',b'False',b'2012-03-28 06:45:41'
b'https://t.co/4siOFtKT5Q',b'1232185470005792768',b'kaa.rajeev',b'rajeevkvp',b'karur',b'kootathil oruvan....',b'34',b'249',b'0',b'1560',b'4867',b'False',b'False',b'True',b'False',b'2015-03-17 05:18:05'
b'Now its clear!\\ndat exact meaning of pro CAA\\nis anti muslims!\\nNd nothing else! Rip law n order rip democracy\\u2026 https://t.co/dG4cNLCVRA',b'1232185410765443072',b'sAiF AHmAd KhAn',b'sAiFAHm58978777',b'',b'\\u2660\\ufe0fMR.heRoO\\u2660\\ufe0f',b'1',b'2',b'0',b'14',b'0',b'False',b'False',b'True',b'False',b'2020-02-17 17:57:37'
b'Pro CAA rally at Balgandharv Rang Mandir Pune. \\n\\nBharat Mata ki Jai slogans \\n\\nMusic to my ears. Proud Punekar \\n\\n#Pune',b'1232185409242882048',b'Saee',b'curlykrazy07',"b'Pune, Scotland'",b'India first https://t.co/4QKBUUndUm',b'2007',b'406',b'9',b'32792',b'46994',b'False',b'False',b'True',b'False',b'2018-08-15 05:54:20'
b'@ThePeopleOfIN Not pro CAA they are #RSSTERRORISTS',b'1232185257618620416',b'MAK_J',b'My_dnMAK',b'Trichy',b'Tall Man',b'46',b'327',b'0',b'388',b'551',b'False',b'False',b'True',b'False',b'2011-03-06 06:09:44'
"b'@anuragkashyap72 \\u0905\\u0917\\u093c\\u0930 Pro CAA \\u0939\\u094b\\u0928\\u093e, Anti Muslim \\u0939\\u094b\\u0928\\u093e \\u0939\\u0948 \\u0924\\u094b  Anti CAA \\u0939\\u094b\\u0928\\u0947 \\u0915\\u093e \\u092e\\u0924\\u0932\\u092c Anti Hindu \\u0905\\u0930\\u094d\\u0925\\u093e\\u0924 Anti National \\u0939\\u094b\\u0928\\u093e \\u0939\\u0948\\u0964\\nQuote Tweet'",b'1232185181580255233',b'Anil Mishra',b'anilm0842',"b'Ashok Vihar, New Delhi'","b'Jai shree Ram\\n\\u092e\\u0947\\u0930\\u093e \\u0927\\u0930\\u094d\\u092e \\u092e\\u0941\\u091d\\u0947 \\u092a\\u0924\\u094d\\u0925\\u0930 \\u092e\\u093e\\u0930\\u0928\\u093e \\u0928\\u0939\\u0940\\u0902, \\u092c\\u0932\\u094d\\u0915\\u093f \\u092a\\u0924\\u094d\\u0925\\u0930 \\u0915\\u094b \\u092a\\u0942\\u091c\\u0928\\u093e \\u0914\\u0930 \\u092a\\u0924\\u094d\\u0925\\u0930 \\u0938\\u0947 \\u0938\\u0947\\u0924\\u0941 \\u092c\\u0928\\u093e \\u0915\\u0930 \\u0905\\u092a\\u0928\\u0947 \\u0932\\u0915\\u094d\\u0937\\u094d\\u092f \\u0924\\u092f \\u0915\\u0930\\u0928\\u093e \\u0938\\u093f\\u0916\\u093e\\u0924\\u093e \\u0939\\u0948\\u0964\\n\\n\\u0917\\u0930\\u094d\\u0935 \\u0939\\u0948 \\u092e\\u0941\\u091d\\u0947,  \\u092e\\u0948\\u0902 \\u0939\\u093f\\u0928\\u094d\\u0926\\u0942 \\u0939\\u0942\\u0901....'",b'120',b'191',b'0',b'2487',b'1894',b'False',b'False',b'True',b'False',b'2015-07-16 16:48:21'
"b""'\\u092a\\u094d\\u0930\\u0927\\u093e\\u0928\\u092e\\u0902\\u0924\\u094d\\u0930\\u0940 \\u091c\\u0940 \\u0906\\u092a\\u0928\\u0947 \\u091c\\u094b \\u0938\\u093e\\u0902\\u092a \\u092a\\u093e\\u0932\\u093e \\u0939\\u0948 \\u0928\\u093e \\u0935\\u0939 \\u0906\\u092a\\u0915\\u094b \\u0939\\u0940 \\u0915\\u093e\\u091f \\u0932\\u0947\\u0917\\u093e', \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0939\\u093f\\u0902\\u0938\\u093e \\u0915\\u094b \\u0932\\u0947\\u0915\\u0930 \\u0913\\u0935\\u0948\\u0938\\u0940 \\u0928\\u0947 \\u092a\\u0942\\u0930\\u094d\\u0935 \\u092d\\u093e\\u091c\\u092a\\u093e \\u0935\\u093f\\u0927\\u093e\\u092f\\u0915 \\u092a\\u0930\\u2026 https://t.co/Pk9tqArQ0m""",b'1232185174529597440',b'Jansatta',b'Jansatta',b'New Delhi',b'Jansatta: Hindi newspaper from The Indian Express Group.\\r\\nhttp://t.co/Ow8RhouPi6',b'78513',b'241',b'283',b'145638',b'35',b'False',b'False',b'False',b'False',b'2012-02-14 05:40:38'
b'@zubair_amgaz @srikanthbjp_ @ReallySwara @Mdzeeshanayyub Arey han bhai manta hu jab pro CAA wale aye &amp; mainly kapil\\u2026 https://t.co/owcCVKM81G',b'1232185172398727171',b'dr. kuldeep singh',b'KD_peds',b'india',b'MD Pediatrics..aspiring for neonatology...',b'56',b'453',b'0',b'2586',b'168',b'False',b'False',b'True',b'False',b'2010-05-01 18:12:40'
b'\\u0938\\u093e\\u0902\\u092a\\u094d\\u0930\\u0926\\u093e\\u092f\\u093f\\u0915 \\u0930\\u0902\\u0917 \\u0915\\u094b \\u092c\\u0922\\u093c\\u093e\\u0935\\u093e \\u0926\\u0947\\u0924\\u093e CAA \\u0915\\u093e \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u0914\\u0930 \\u0935\\u093f\\u0930\\u094b\\u0927\\n\\n#CAA #PROTEST #HINDINEWS https://t.co/qLL4eYBlR1',b'1232185078798802945',b'News 4 Social',b'newsforsocial',"b'Delhi, India'","b'News4Social is an online news platform. It provides current affairs news and informative and in depth articles on politics, sports, social, and cinema.'",b'25330',b'343',b'2',b'26381',b'176',b'False',b'False',b'True',b'False',b'2017-01-05 13:34:17'
b'@AJEnglish violation was erupted by the goons of pro CAA protesters.@AJEnglish',b'1232184953854578688',b'Muaz Muddassir',b'MuazMuddassir',b'Ahmadabad Gujrat',"b'1.Lecturer at Markazul Maarif Education and Research Center Mumbai, India\\n2. Freelince Urdu English writer \\n3.Urdu English and Arabic Translator vice versa'",b'145',b'190',b'0',b'1545',b'223',b'False',b'False',b'True',b'False',b'2017-02-13 02:07:07'
"b'@ErMohammadHami3 Halala ka padaish ,,, keh de police ko v Pro CAA walo ne mara? \\U0001f602\\U0001f602 Or kitna izzat dubaega apna aise\\u2026 https://t.co/w5eySCHm8W'",b'1232184948838293504',b'Sanatana Dharma',b'sanatanadharmaz',b'',b'A well settled Engineer earning huge and living his dream!\\nFollows Sanatana Dharma \\U0001f64f\\nJai Bholenath \\U0001f64f',b'34',b'40',b'0',b'1181',b'29',b'False',b'False',b'True',b'False',b'2020-01-17 13:36:05'
b'@ippatel @Kritika_Kamra Pro CAA',b'1232184916760285184',b'Anil Mishra',b'anilmisra66',b'',b'I Love My INDIA\\U0001f642',b'105',b'833',b'0',b'4768',b'8544',b'False',b'False',b'False',b'False',b'2014-03-31 08:11:45'
b'Yes the #DelhiPolice told the pro CAA protesters to throw the stones at anti CAA protesters. #ShameOnDelhiPolice\\u2026 https://t.co/zfkonDAuGD',b'1232184893213274113',b'Sachin Jacob',b'sachinjacob03',b'Global South',b'Climate Activist from Global South.\\n\\U0001f1ee\\U0001f1f3\\U0001f1e9\\U0001f1ea\\U0001f1ea\\U0001f1fa\\nInsta: sachinjacobk\\n@fridays4future @extinctionr @pollutersout\\nSupport me if you can',b'428',b'383',b'3',b'219',b'1622',b'False',b'False',b'True',b'False',b'2014-03-25 09:37:17'
b'@AJEnglish * Not anti CAA\\nPro CAA Protestor turn violent',b'1232184847109459969',b'AasifAryan',b'AasifAryan2',"b'Lucknow, India'","b'Urdu Poet , Journalist ...!\\n\\nI am indian .\\nI am muslim .\\n\\nI proud to be an indian muslim  \\U0001f1ee\\U0001f1f3'",b'664',b'1161',b'0',b'8810',b'15174',b'False',b'False',b'True',b'False',b'2018-04-05 01:04:18'
b'Police Ko sab Ko danda marna chainye 1st #ShaheenBagh wale Ko after that sab Ko who ever do protest it start with\\u2026 https://t.co/dG39lQe5kO',b'1232184796983545856',b'Aam Indian Sanatani',b'bin369',b'shillong',b'Aam Indian love writing and photography its my love and life!',b'12',b'58',b'0',b'2041',b'146',b'False',b'False',b'True',b'False',b'2009-11-09 07:04:31'
b'@Abhina_Prakash They believe its not their friends doing riots...its the pro CAA sanghis goons',b'1232184788942872576',b'Krishna',b'Krishna07762797',b'',b'',b'38',b'109',b'0',b'490',b'1388',b'False',b'False',b'True',b'False',b'2019-12-06 06:35:34'
"b'@mehtahansal Sir, the protest to get the roads and metro back in the city is termed as the Pro CAA rally.'",b'1232184769804472321',b'Gopal Kulkarni',b'gopalkulkarni84',"b'Mumbai, India'","b'Father, Son, Husband, Brother, Human, Writer. Wannabe @BonafideBlack. Scratch a Liberal, Find a Fascist. Also Kalsarikannit once a year.'",b'184',b'249',b'1',b'2606',b'5714',b'False',b'False',b'False',b'False',b'2010-02-21 09:43:23'
b'@anjileeistwal Here is someone from your own fraternity subtly pushing their narrative https://t.co/cuVLo4PVQ5 - ca\\u2026 https://t.co/Nnux5NZxJ1',b'1232184579789873154',b'Alok Bhatt',b'alok_bhatt',b'Bharat',"b'Chartered Accountant, interest in social entrepreneurship, travel, culture, dharma and agriculture. Love to read. Views are personal. RTs are not endorsements.'",b'43191',b'549',b'341',b'231101',b'37389',b'False',b'False',b'False',b'False',b'2010-10-03 04:21:13'
b'@iampankajgupta @Nehasinghh_ @kavita_krishnan @syedzakiahmed_ @ReallySwara https://t.co/IKcJnZHX1I\\nPro caa goons be\\u2026 https://t.co/2Qpg3Dc0UW',b'1232184559443247104',b'Sadaf',b'randomWhiz',"b'Bombay, India. '","b'She/her. Therapist. Interests - mental health, social justice, art, reading, podcasts, music, movies, shows. And cats!'",b'4476',b'1204',b'75',b'44531',b'2967',b'False',b'False',b'False',b'False',b'2011-01-16 13:38:20'
b'@anuragkashyap72 And anti CAA is now anti secularism and anti Mahatma Gandhi ideology anti Babasaheb ideology anti\\u2026 https://t.co/DcQ5SGFRaA',b'1232184440090087425',b'Anil Timmannavar',b'TimmannavarAnil',"b'Mudhol, India'",b'Nothing yet made me so special just I have to make something to bring a little smile on faces those who never met happiness',b'19',b'191',b'0',b'155',b'29',b'False',b'False',b'True',b'False',b'2016-09-02 05:25:38'
b'@iampankajgupta @Nehasinghh_ @kavita_krishnan @syedzakiahmed_ @ReallySwara Violence was by pro caa goons. https://t.co/1ccLIctCHS',b'1232184420016230400',b'Sadaf',b'randomWhiz',"b'Bombay, India. '","b'She/her. Therapist. Interests - mental health, social justice, art, reading, podcasts, music, movies, shows. And cats!'",b'4476',b'1204',b'75',b'44531',b'2967',b'False',b'False',b'False',b'False',b'2011-01-16 13:38:20'
b'@VishalDadlani Yes he is really pro to CAA. We have also seen pictures of Up and gujrat the way these anti-Caa peop\\u2026 https://t.co/PpxFrrNBEO',b'1232184408741904384',b'Deepak Dahiya',b'DeepakD22804101',"b'Uttam Nagar, New Delhi'","b'Lawyer, poet and persuasive learner.'",b'25',b'62',b'0',b'368',b'5463',b'False',b'False',b'True',b'False',b'2018-07-08 06:09:46'
"b'After 7 deaths, \\n#ArvindKejriwal appeals to calm dowm mobs\\n\\nWhy not he asked pro CAA protesters to stop dharna\\n\\nWil\\u2026 https://t.co/Htx3UWUMXS'",b'1232184369562800129',b'Rajesh Kumar',b'mi6rajesh',b'Delhi',b'Tweets are personal & not of my employer. Retweets not necessarily endorsements.',b'1197',b'157',b'8',b'6348',b'2124',b'False',b'False',b'True',b'False',b'2013-01-17 15:19:20'
b'@Kritika_Kamra Pro caa don\\u2019t have the same rights n freedom as the protestors coz these bastards can get away with\\u2026 https://t.co/KwSgSrB2SH',b'1232184343142879233',b'chowkidarshek',b'shekhere',b'',b'',b'80',b'122',b'3',b'4975',b'3455',b'False',b'False',b'True',b'False',b'2015-03-27 05:33:08'
b'AIMIM Leader Asaduddin Owaisi mocks PM Narendra Modi on Delhi Violence condemns act by Pro and Anti CAA protestors\\u2026 https://t.co/N7ThWkhHX1',b'1232184321043288064',b'Shivendra K. Mishra',b'Shivendra8319',"b'(Mp) Rewa, INDIA'","b'Hii I am youtuber And,\\n Android app developer,\\nAnd blogger'",b'27',b'326',b'0',b'349',b'465',b'False',b'False',b'True',b'False',b'2017-12-08 02:33:47'
"b'@AdityaRajKaul Aditya Raj KAushal want to say\\nPro CAA protest was happening last two months, and those innocent Mus\\u2026 https://t.co/6uIXyxskqA'",b'1232184297597128704',b'Salman',b'lkosalman',b'India',b'Main Yeah Nahi Kahta Ke Mera Sir Na Milega\\nLekin In Ankhon Main Tujhe Dar Na Milega\\nInterest in Politics Technology Investment Fina Retweets are not Endoresment',b'23',b'187',b'0',b'1348',b'2447',b'False',b'False',b'True',b'False',b'2016-11-13 10:00:55'
b'@SiddeeMina @POTUS These r pro CAA people shops ...burned by anticaa protestors',b'1232184157310246914',b'Rohit',b'Rohit_rajput1',b'New delhi',b'',b'31',b'87',b'0',b'2389',b'15525',b'False',b'False',b'True',b'False',b'2010-05-09 04:55:53'
b'@VishalDadlani So basically you saying pro CAA protests have no rights to protest ?? If they come on roads your pea\\u2026 https://t.co/f8kQ21yglf',b'1232184139689996289',b'kamal kishor',b'kamalki43638837',"b'Hyderabad, India'","b'observe more express less , Modi fan sometimes bhakt'",b'50',b'776',b'0',b'4008',b'12391',b'False',b'False',b'True',b'False',b'2012-09-09 11:44:50'
b'@Kritika_Kamra Kaam nhi mil rha ho to publicity ki swara technique. \\nAgar anti caa protest ho skta hai to pro caa p\\u2026 https://t.co/dAGwEF7z2b',b'1232184056504291329',b'naam me kya rakha hai \\U0001f927',b'IAmAaloo',b'pahad wali haweli',b'Proud Indian \\U0001f1ee\\U0001f1f3\\nWatan ke aage kuch nhi \\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\n\\n\\nVande Mataram \\U0001f64f',b'38',b'39',b'0',b'851',b'1503',b'False',b'False',b'True',b'False',b'2020-02-10 14:06:04'
b'Delhi Violence: Maujpur remains tense after afternoon clash https://t.co/zE1iWkOQ0r',b'1232183993736425478',b'Sandeep Choudhury',b'Sandeep71121431',"b'Kolkata, India'","b'justice,humanity, democracy. Retired.'",b'250',b'169',b'0',b'39413',b'28712',b'False',b'False',b'True',b'False',b'2019-01-14 11:50:22'
"b'Police tumhare saath thi , vo bhi aatankwadi thi wardi mei. \\n\\nLekin Itihaas tumhe qaatil zaroor likhega. Zaroor lik\\u2026 https://t.co/YM15jhyxL1'",b'1232183935154524160',b'Omar Shaik',b'MOHDOMARSHAIK',"b'Hyderabad, India'",b'',b'14',b'122',b'0',b'610',b'385',b'False',b'False',b'True',b'False',b'2013-12-21 10:59:21'
b'@Kritika_Kamra \\u090f\\u0915\\u094d\\u091f\\u093f\\u0902\\u0917 \\u0915\\u0930\\u0928\\u0947 \\u0938\\u0947 \\u092c\\u0941\\u0926\\u094d\\u0927\\u093f \\u0928\\u0939\\u0940 \\u0906\\u0924\\u0940 \\u0939\\u0948 \\u0913\\u0930 \\u0906\\u092a\\u0915\\u094b \\u0932\\u0917\\u0924\\u093e \\u0939\\u0948 \\u092e\\u0947\\u0915\\u0905\\u092a \\u0915\\u0930\\u0928\\u0947 \\u0938\\u0947 \\u0905\\u091a\\u094d\\u091b\\u093e \\u0926\\u093f\\u0916\\u0924\\u0947 \\u0939\\u094b \\u0924\\u094b \\u0905\\u091a\\u094d\\u091b\\u0940 \\u092c\\u0941\\u0926\\u094d\\u0927\\u093f \\u092d\\u0940 \\u0906\\u091c\\u2026 https://t.co/4D7gMbZOHF',b'1232183929848729601',b'\\u0930\\u0935\\u093f \\u091f\\u0947\\u0932\\u0930',b'RaviHinduTva',b'India',b'\\u091a\\u093e\\u0939\\u0947 \\u0915\\u0941\\u091b \\u092d\\u0940 \\u0939\\u094b \\u0932\\u0947\\u0915\\u093f\\u0928 \\u0926\\u0947\\u0936 \\u0938\\u0947 \\u0917\\u0926\\u094d\\u0926\\u093e\\u0930\\u0940 \\u092c\\u093f\\u0932\\u094d\\u0915\\u0941\\u0932 \\u0928\\u0939\\u0940\\u0964',b'426',b'420',b'0',b'6939',b'23551',b'False',b'False',b'True',b'False',b'2016-03-19 18:53:48'
b'@iamdhaval29 @Ojasism @Pun_Starr True both sides are wrong when there is a law passed by parliament then no need fo\\u2026 https://t.co/ZveRSE3RZc',b'1232183857807421440',b'\\u0924\\u0941\\u092e \\u092d\\u0940 \\u092a\\u0947\\u0932\\u0947 \\u091c\\u093e\\u0913\\u0917\\u0947',b'pele_jaoge',"b'\\u0907\\u0902\\u0926\\u094c\\u0930, \\u092d\\u093e\\u0930\\u0924'","b'investor in process....\\n\\nfinance enthusiast\\n\\npolitically active,\\n\\nno more secular'",b'29',b'41',b'0',b'1373',b'1795',b'False',b'False',b'True',b'False',b'2017-04-27 08:36:58'
b'@anuragkashyap72 Chutiye aadmi.. Pro CAA ka matlab anti CAA ki hand marna hai.. Aur anti CAS ka matlab sirf muslim hai ye saaf hai',b'1232183808151216129',b'Puneet Kaushik',b'kaushikpuneet',"b'New Delhi, India'","b""ModiBakht but open for good productive discussions.. Jo sahi hai wo sahi hai, Jo galat hai wo galat hai that's it""",b'132',b'271',b'0',b'208',b'124',b'False',b'False',b'True',b'False',b'2010-05-10 10:01:07'
b'Nw it\\u2019s Pro CAA protest nt ANTI CAA! @PChidambaram_IN @msisodia @RanaAyyub @asadowaisi @ndtv @Shehla_Rashid @RahulGandhi @Javedakhtarjadu',b'1232183782280695808',b'Aam Indian Sanatani',b'bin369',b'shillong',b'Aam Indian love writing and photography its my love and life!',b'12',b'58',b'0',b'2041',b'146',b'False',b'False',b'True',b'False',b'2009-11-09 07:04:31'
b'@VishalDadlani Pro CAA and other Indians also have rights .....Or no ?',b'1232183626474778624',b'Rajeev Setth',b'ranikhet',b'',b'',b'6446',b'4413',b'92',b'173096',b'15304',b'False',b'False',b'False',b'False',b'2009-06-21 09:19:55'
b'For over a month Islamist fascists &amp; Polpotist leftists obstructed traffic shouted anti-national slogans in #Delhi\\u2026 https://t.co/7GjeCRdKP3',b'1232183612809699328',b'Ganesh R',b'yaarganesh',b'',b'I do not expect you to like everything I say. Meaningful comments are always welcome.',b'1',b'28',b'0',b'736',b'195',b'False',b'True',b'True',b'False',b'2020-01-14 16:31:09'
b'Each and every I repeat each and every no matter which religion they belong should be given a doze of lathi charge\\u2026 https://t.co/UUcOT2niB2',b'1232183473076654080',b'Akshat',b'Akshat415',"b'Chandigarh, India'","b'Interested  in economics, football and international affairs including electronics\\nFT- @akshat414'",b'8',b'184',b'0',b'347',b'297',b'False',b'False',b'True',b'False',b'2020-01-05 07:59:48'
b'@utkarsh1795 @OfficialSauravD Fcko** u sanghi utkarsh u know nothing!\\nsaurav bro is right! In new india forces also\\u2026 https://t.co/1LlVuA7IOD',b'1232183323780358144',b'Shreyash Mishra',b'shreyashbaba',"b'New Delhi, India'","b""Graduate, An UPSC Aspirant A Freelancer, Passionate about Politics and current Affairs.... A Loyal Heart!! Love Parents! Sometimes Humorous!!!! That's IT!""",b'68',b'545',b'0',b'3975',b'13988',b'False',b'False',b'True',b'False',b'2016-11-28 14:51:48'
"b'@sardesairajdeep Whether Anti or Pro- CAA, violence is never a justified way to protest. Onus lies on the ones who\\u2026 https://t.co/4mitrNTeEB'",b'1232183240787742721',b'Dr Sneha Sharma',b'SnehaSh81404181',"b'Faridabad, India'","b'Oral and Maxillofacial Surgeon, Proud Indian and Rational Thinker.'",b'20',b'123',b'0',b'181',b'403',b'False',b'False',b'True',b'False',b'2019-05-14 16:54:56'
"b""@Kritika_Kamra @ChakraNews You read caa act please read first  don't blaming pro. Caa""",b'1232183233854525441',b'\\U0001f1ee\\U0001f1f3 jignesh',b'Jignesh1845',b'India',b'Proud to be Indian fan of modiji strong believe in karma',b'176',b'178',b'0',b'13226',b'55541',b'False',b'False',b'True',b'False',b'2017-11-04 06:22:03'
