b'Ivanka and Jared get their Taj picture. Then Ivanka asks a photographer to get her solo on her phone  #TrumpInIndia\\u2026 https://t.co/D31xS5vHzw',b'1231947773362094080',b'Journalist Vikram singh',b'JournalistVikr1',"b'Uttar Pradesh, India'",b'',b'19',b'176',b'0',b'161',b'277',b'False',b'False',b'True',b'False',b'2018-07-04 08:23:54'
"b""#IvankaTrump puts #Instagram on fire with 'awe inspiring' #TajMahal pics @IvankaTrump @instagram\\u2026 https://t.co/VgMwYE9wC3""",b'1231947704131031041',b'YesPunjab.com (For Punjabi follow @BawaHs)',b'yespunjab',b'Punjab',b'https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw',b'112782',b'152680',b'912',b'268512',b'41',b'False',b'False',b'False',b'False',b'2010-12-10 09:11:16'
b'Welcome to #India @realDonaldTrump thanks @narendramodi for making us proud #TrumpInIndia #TrumpIndiaVisit\\u2026 https://t.co/Dl73R2SwcM',b'1231947518231162881',b'pandyavipul27',b'pandyavipul27',b'',b'EVERYTHING IS TEMPORARY',b'21',b'59',b'0',b'1881',b'8300',b'False',b'False',b'True',b'False',b'2014-03-24 15:15:53'
"b""Here comes the 'Phone wali photo' of #IvankaTrump https://t.co/i2vNkQ0O2m""",b'1231947479840505856',b'Mohit Grover || \\u200f\\u200e\\u200e\\u0645\\u0648\\u062d\\u0650\\u062a \\u06af\\u0631\\u0648 \\u0648\\u0631 || \\u092e\\u094b\\u0939\\u093f\\u0924 \\u0917\\u094d\\u0930\\u094b\\u0935\\u0930 ||',b'mohitgroverAT',b'India Today Mediaplex',b'Journalist/Anchor at @aajtak \\u0930\\u093e\\u091c\\u0928\\u0940\\u0924\\u093f/\\u0915\\u094d\\u0930\\u093f\\u0915\\u0947\\u091f \\u0938\\u0947 \\u092a\\u094d\\u092f\\u093e\\u0930 \\u0914\\u0930 \\u0927\\u094b\\u0928\\u0940/\\u091a\\u093e\\u092f \\u0938\\u0947 \\u0907\\u0936\\u094d\\u0915. \\u0905\\u0924\\u094d\\u0930 \\u092a\\u094d\\u0930\\u0915\\u091f\\u093f\\u0924\\u093e\\u0903 \\u0935\\u093f\\u091a\\u093e\\u0930\\u093e\\u0903 \\u0928\\u0948\\u091c\\u093e\\u092f\\u093e\\u0938\\u0902\\u0924\\u093f\\u0964 \\u0938\\u0902\\u0938\\u094d\\u0925\\u093e\\u0928\\u0902 \\u0915\\u093f\\u092e\\u092a\\u093f \\u0905\\u0924\\u094d\\u0930\\u0948\\u0935 \\u0909\\u0924\\u094d\\u0924\\u0930\\u0926\\u093e\\u092f\\u093f\\u0924\\u094d\\u0935\\u0902 \\u0928\\u093e\\u0938\\u094d\\u0924\\u093f\\u0964 NFAK',b'684',b'1157',b'45',b'36548',b'4255',b'False',b'False',b'False',b'False',b'2011-11-29 10:30:36'
b'#IvankaTrump #jaredkushner\\nPic 1 little Ivanka with Father #DonaldTrump \\nPic2 Beautiful Ivanka at Taj\\nPic3 Ivanka w\\u2026 https://t.co/EAkBU4K2PO',b'1231947329823035392',b'\\u2614\\U0001f308jaggirmRanbir\\U0001f308\\u2614',b'jaggirm',b'mumbai',b'BJP member NAMO Bhakt Followed by Dolly Bindra Daler mehndi Rahul Mahajan Sudhanshu pandey Kapil Sharma Kumar Shanu Bishan singh Bedi.SwetaSingh.#TEAMSIL',b'318756',b'292956',b'100',b'114263',b'36554',b'False',b'False',b'False',b'False',b'2012-02-25 10:22:25'
b'Hadd h yaar #IvankaTrump trending kara diya \\U0001f602\\U0001f602\\U0001f602 Indians to Indians hi rahenge!!',b'1231947065590243330',b'Sharad Saraswat',b'sonuhere17',"b'Surat, India'",b'\\u0950 \\u0928\\u092e\\u0903 \\u0936\\u093f\\u0935\\u093e\\u092f \\U0001f64f #Nationfirst\\U0001f1ee\\U0001f1f3 #Hindu #Proudmarwadi',b'26',b'283',b'1',b'1809',b'13837',b'False',b'False',b'True',b'False',b'2018-01-12 08:44:28'
b'@IvankaTrump oh my goodness \\U0001f62e\\U0001f60d\\u2665\\ufe0f #IvankaTrump https://t.co/NGTSpq0Wn9',b'1231946969607655424',b'Amol Yashwant Jadhav',b'meamoljadhav',"b'Nashik, MH, India'",b'Chasing the dream...',b'31',b'34',b'0',b'735',b'62',b'False',b'False',b'True',b'False',b'2016-11-27 01:28:47'
"b'Jalpa Bhatt, a clinical psychologist, says #TrumpIndiaVisit brought Ahmedabad to a standstill on Feb 24. She feels\\u2026 https://t.co/xnku9Hi3aP'",b'1231946753617879040',b'LokMarg',b'LokMarg',b'',"b'Speak your mind, write a blog, express your opinion, tell everyone what you think and why. Visit http://t.co/zROjHEEMzr'",b'1436',b'515',b'40',b'16430',b'222',b'False',b'False',b'False',b'False',b'2014-03-26 12:45:10'
b'Perseverance!!!!!!! \\n#NamasteyTrump #NamasteTrump #TrumpIndiaVisit \\n#TrumpInIndia #TrumpModiMeet \\n#IvankaTrump\\u2026 https://t.co/vtU5qeEZV8',b'1231946675121344513',b'Harshitha Raghuram',b'HarshithaRaghu4',"b'Bengaluru, India'",b'Dreamer | Engineer | Achiever |Technophile | Foodie | Piscean |',b'22',b'59',b'0',b'397',b'1061',b'False',b'False',b'True',b'False',b'2019-03-22 16:26:03'
"b'@SSSTShirdi \\U0001f334 \\u0938\\u092d\\u0940 \\u092a\\u0941\\u0930\\u093e\\u0923 , \\u0936\\u094d\\u0930\\u0940\\u092d\\u0917\\u0935\\u0926\\u094d\\u0917\\u0940\\u0924\\u093e, \\u0909\\u092a\\u0928\\u093f\\u0937\\u0926, \\u0930\\u093e\\u092e\\u093e\\u092f\\u0923 , \\u092d\\u093e\\u0917\\u0935\\u0924 \\u092a\\u0941\\u0930\\u093e\\u0923 Buy@ https://t.co/VUO7LMEDHW \\U0001f6a9\\U0001f449 \\u0930\\u094b\\u091c\\u093e\\u0928\\u093e \\u092a\\u093e\\u0920 \\u0915\\u0930\\u2026 https://t.co/kvIEN7mAHB'",b'1231946640203771906',b'\\u0938\\u0902\\u0924\\u0935\\u093e\\u0923\\u0940 (\\u092a\\u0930\\u094d\\u0926\\u093e\\u092b\\u093e\\u0936)',b'35VJNawYUH9Tcfr',b'Abode of God Krishna',"b'\\U0001f6a9\\u090b\\u0917\\u094d\\u0935\\u0947\\u0926 ||\\u092a\\u094d\\u0930\\u0925\\u092e \\u092e\\u0902\\u0921\\u0932, \\u0938\\u0941\\u0915\\u094d\\u0924 \\u0968\\u0968, \\u0936\\u094d\\u0932\\u094b\\u0915 \\u0968\\u0966|| ( \\u0909\\u0938 \\u0935\\u093f\\u0937\\u094d\\u0923\\u0941 \\u0915\\u093e \\u0939\\u0948 \\u092a\\u0930\\u092e \\u0927\\u093e\\u092e),\\u0935\\u0947\\u0926 \\u092a\\u0939\\u0932\\u0947 \\u0906\\u0910, \\u0935\\u0947\\u0926 \\u0939\\u0940 \\u0938\\u0928\\u093e\\u0924\\u0928 \\u0927\\u0930\\u094d\\u092e \\u0939\\u0948 ,God give everything \\U0001f64f\\n\\U0001f33a Bhagavad_Gita_As_Its @amazon'",b'24',b'12',b'0',b'2189',b'2565',b'False',b'False',b'True',b'False',b'2019-07-26 10:17:42'
"b'#NamasteyTrump: Incredible event at Motera Stadium in Ahmedabad. Such an electric atmosphere, in which President\\u2026 https://t.co/QkmLA4btuZ'",b'1231946494061764611',b'Saffron Tiger',b'SaffronSher',"b'Dehradun, India'","b'""VOICE IS POWER"" Saffron Religion\\nIndian Nationalist Sanatan Dharma\\nFight like KARAN, Strategize like KRISHNA and shoot like ARJUN'",b'28',b'12',b'0',b'2276',b'2167',b'False',b'False',b'True',b'False',b'2019-08-03 15:05:34'
b'Yogi Ji greeting @realDonaldTrump  at the @TajMahal . Wasnt this built by the Mughals What happened\\u2026 https://t.co/rIqOK0auwD',b'1231946377502101504',b'Parth',b'Parth97092484',b'',b'',b'0',b'7',b'0',b'1',b'1',b'False',b'True',b'True',b'False',b'2018-06-28 17:24:24'
"b""Even if you are President's daughter, Girls will remain the same on Individual Clicks \\U0001f600\\n\\n#TrumpInIndia\\u2026 https://t.co/1vCnoAiUqd""",b'1231946336867471361',b'Shalini\\U0001f380',b'Shaline2ee',b'Sarcastic World',"b""I'm Hindu but not BJP, Of course not Congress, then Obviously Not Communist, definitely not Centric+\\n\\nCommon Girl \\U0001f646\\U0001f64b\\U0001f481\\U0001f486\\U0001f937+\\n\\nBengali Marathi Urdu French Tamil""",b'2046',b'285',b'4',b'9318',b'5901',b'False',b'False',b'True',b'False',b'2018-04-19 03:54:29'
"b'@GoTirupati \\u0938\\u093e\\u0924\\u094d\\u0935\\u093f\\u0915 \\u092d\\u094b\\u091c\\u0928 \\u0915\\u0930\\u0928\\u0947 \\u0938\\u0947 \\u091a\\u0947\\u0939\\u0930\\u0947 \\u092a\\u0930 \\u0924\\u0947\\u091c \\u092c\\u0922\\u093c\\u0928\\u0947 \\u0932\\u0917\\u0924\\u093e \\u0939\\u0948 \\u0914\\u0930 \\u092c\\u0941\\u0922\\u093c\\u093e\\u092a\\u093e \\u092d\\u0940 \\u091c\\u0932\\u094d\\u0926\\u0940 \\u0928\\u0939\\u0940 \\u0906\\u0924\\u093e \\u0939\\u0948 , \\u092e\\u0928 \\u0915\\u094b \\u0936\\u093e\\u0902\\u0924\\u093f \\u092e\\u093f\\u0932\\u0924\\u0940 \\u0939\\u0948\\u2026 https://t.co/sDEz9btRGa'",b'1231946246937432065',b'Vishal koli\\U0001f320\\u0950 \\u0905\\u0915\\u094d\\u0937\\u0930\\u092c\\u094d\\u0930\\u0939\\u094d\\u092e\\u26a1',b'kolioo7',"b'Navi Mumbai, India'","b""\\U0001f338 Daily study of\\u26a1Bhagavad_Gita_As_It's\\u26a118_Puran\\u26a1Ramayana\\u26a1bring wealth & liberation forever \\U0001f33c Buy@Amazon \\U0001f343God give everything. \\U0001f449\\n\\u0938\\u092d\\u0940 \\u092a\\u0941\\u0930\\u093e\\u0923 \\u2b07""",b'314',b'41',b'4',b'36110',b'33284',b'False',b'False',b'False',b'False',b'2010-05-06 03:17:55'
b'@INCIndia #Ybait\\n#Fish4drivers!\\n#Kasturba\\n#Kandi!\\n#Kkk2\\n#Kkk1mkg\\n#Kkk1mg\\n#Mg\\n#MorrisGarages!\\n#MorrisGarage\\u2026 https://t.co/RZ2uRbhZQe',b'1231946123947855872',b'Sajeevesv',b'sajeevesv',b'',b'I oppose govt invasion of privacy! I do not oppose private invasion with my permissions given on the android I carry with me because I am safer ifdeedsrrcrdpvtl',b'13',b'382',b'1',b'202',b'75',b'False',b'False',b'True',b'False',b'2019-11-02 08:03:23'
b'#1TightSlap to Modi and Bhakts by Donald Trump\\n\\n#TrumpInIndia #NamasteyTrump #NamasteTrump #TrumpIndiaVisit\\u2026 https://t.co/SGzPCRxzOj',b'1231946058768371713',b'Shriraj Kesariya',b'_shriraj',"b'Ahmedabad,India.'","b'Ambedkarite, Atheist, Bahujan, MulNivasi, Social Worker, True Indian, Urban Naxal, RSS-BJP Hater\\nCon 9898818487'",b'3926',b'60',b'71',b'46952',b'42423',b'False',b'False',b'False',b'False',b'2011-09-12 14:31:05'
b'#NamsteTrump #WelcomeTrump #IvankaTrump #MelaniaTrump #DDLJ #GoBackTrump palat na https://t.co/qWlEqvoXb5',b'1231945804002267136',b'Roopam Anurag',b'Mohitra39081617',b'bihar',"b'student, cricket and movie lover.'",b'4',b'86',b'0',b'394',b'1241',b'False',b'False',b'True',b'False',b'2018-10-13 01:12:47'
b'Girls will be girls \\U0001f605 #IvankaTrump https://t.co/9qdnXULLkF',b'1231945742152945664',b'Shivangi Thakur',b'thakur_shivangi',b'India',"b""Journalist at @Tv9bharatvarsh / Ex @Aajtak @Indiatoday /@News18india / Winner of Expandables Award 2017 and Youth Icon Award 2020 / RT's are not Endorsements""",b'20292',b'2024',b'44',b'17989',b'29447',b'False',b'False',b'False',b'False',b'2012-09-10 07:11:05'
b'LEATHER WALLET WITH 61% OFF\\nhttps://t.co/ovtFyDQbpK\\n#JPGECOMMERCE\\n#Who_Is_WorldLeader\\n#DelhiPolice\\n#DelhiBurning\\u2026 https://t.co/nPAHpS1LUV',b'1231945724755087361',b'JPGECOMMERCE',b'jpgecommerce',b'India',b'A unit of Durgesh Nandini Ecommerce Pvt Ltd.',b'536',b'2368',b'5',b'1063',b'29',b'False',b'False',b'False',b'False',b'2016-03-24 13:23:25'
b'https://t.co/LIMMmeZ9S5\\n#TrumpIndiaVisit #NamasteTrump #T20WorldCup #NamasteyTrump #INDvBAN #TajMahal #IvankaTrump #Shafali',b'1231945693612236800',b'D Cricket',b'DesireCricket',"b'New Delhi, India'","b'Hello Everyone, Welcome to the D Cricket (DESIRE CRICKET) YouTube Channel\\nSubscribe us'",b'49',b'158',b'0',b'3341',b'63',b'False',b'False',b'False',b'False',b'2017-02-17 04:53:33'
"b'#IvankaTrump #MelaniaTrump #DonaldTrump\\n\\u0cb5\\u0cc0\\u0c95\\u0ccd\\u0cb7\\u0cbf\\u0cb8\\u0cbf,\\u0c9f\\u0ccd\\u0cb0\\u0c82\\u0caa\\u0ccd\\u200b\\u0c97\\u0cc6 34\\u0c97\\u0c82\\u0c9f\\u0cc6 \\u0cb0\\u0cbe\\u0c9c\\u0cbe\\u0ca4\\u0cbf\\u0ca5\\u0ccd\\u0caf- \\u0c9f\\u0cbf\\u0cb5\\u0cbf9 \\u0cb5\\u0cbf\\u0cb6\\u0cc7\\u0cb7 - \\u0cb0\\u0cbe\\u0ca4\\u0ccd\\u0cb0\\u0cbf 9.30\\u0c95\\u0ccd\\u0c95\\u0cc6\\nWatch, T\\u2026 https://t.co/3iBS4FsShW'",b'1231945647319707648',b'TV9 Kannada',b'tv9kannada',"b'Bengaluru, INDIA'",b'news & infotainment',b'142831',b'8',b'124',b'85437',b'467',b'True',b'False',b'False',b'False',b'2010-05-19 06:36:37'
b'Is it only me Or anyone else thinks #IvankaTrump looks like @Barbie doll \\U0001f615 \\U0001f60d\\n\\n#DDLJ \\n#NamasteyTrump \\n@IvankaTrump\\u2026 https://t.co/rZPToGO5T0',b'1231945381598187520',b'KehKeLunga',b'KehKeLunga0_0',b'',"b'Bs, hm keh Ke Lete hai\\U0001f60a'",b'41',b'323',b'1',b'451',b'198',b'False',b'False',b'True',b'False',b'2018-03-19 10:15:44'
b'\\u0928\\u0908 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940\\u0964 \\u0938\\u0941\\u092a\\u094d\\u0930\\u0940\\u092e \\u0915\\u094b\\u0930\\u094d\\u091f \\u0915\\u0947 \\u092e\\u0947\\u0921\\u093f\\u090f\\u0938\\u0928 \\u0915\\u0947 \\u092c\\u093e\\u0926 \\u091c\\u093e\\u0928\\u0947 \\u0936\\u093e\\u0939\\u0940\\u0928 \\u092c\\u093e\\u0917 \\u0915\\u0947 \\u0939\\u093e\\u0932\\u093e\\u0924\\n\\n \\U0001f534 LIVE\\nhttps://t.co/pvoSIDCuJc\\n\\n#ShaheenBagh\\u2026 https://t.co/7Fjo6Y4CAG',b'1231945348748169216',b'DS4 News',b'ds4news',"b'Noida, India'",b'Breaking News Alert from India  \\nhttps://t.co/kbmcX9FRLi\\nhttps://t.co/VEXRM60OhF',b'513',b'35',b'1',b'4063',b'967',b'False',b'False',b'True',b'False',b'2016-08-02 13:00:27'
b'Millions and millions of dollars in taxpayer funded selfies. #NamasteyTrump #TrumpIndiaVisit #MondayMotivation\\u2026 https://t.co/JxqUuqJstO',b'1231945339248300032',b'Nate',b'Stinkshovel',b'United States',b'When Trumpers use the word \\u201clibtard\\u201d an angel in heaven becomes a feminist. It\\u2019s in the Bible. Currently in \\u201cfollowing\\u201d purgatory. #BlueCollarAF',b'2631',b'5003',b'0',b'50912',b'65120',b'False',b'False',b'True',b'False',b'2013-10-31 03:32:42'
b'I think Trump Should visit India every 2-3 months\\U0001f606\\U0001f602 The way the cities he is visiting were cleaned \\U0001f606\\U0001f643 He Should do\\u2026 https://t.co/W2gWVZlbiG',b'1231945178631540736',b'Nikki \\u2077',b'armyblink_74',b'India',b'BTS! BLACKPINK !',b'357',b'228',b'3',b'7502',b'30480',b'False',b'False',b'True',b'False',b'2018-12-30 06:01:27'
"b'#Who_Is_WorldLeader\\nThe only religion guru in the whole world has come to Haryana, India.\\n#NamasteyTrump\\u2026 https://t.co/L0BDFpl0PZ'",b'1231945162965778434',b'B.Jodhpur',b'Bajrangdas525',b'',b'\\u092e\\u0928 \\u0928\\u0947\\u0915\\u0940 \\u0915\\u0930 \\u0932\\u0947 \\u0926\\u094b \\u0926\\u093f\\u0928 \\u0915\\u093e \\u092e\\u0947\\u0939\\u092e\\u093e\\u0928',b'1812',b'506',b'1',b'12196',b'10993',b'False',b'False',b'True',b'False',b'2017-06-26 06:23:46'
b'#IvankaTrump like for her. pic of the day https://t.co/g1dWAXKu77',b'1231945011438157828',b'Roopam Anurag',b'Mohitra39081617',b'bihar',"b'student, cricket and movie lover.'",b'4',b'86',b'0',b'394',b'1241',b'False',b'False',b'True',b'False',b'2018-10-13 01:12:47'
b'\\u0924\\u093e\\u091c\\u092e\\u0939\\u0932 \\u0926\\u0947\\u0916\\u0915\\u0930 \\u0909\\u0924\\u094d\\u0938\\u093e\\u0939\\u093f\\u0924 Trump \\u0915\\u0940 \\u092c\\u0947\\u091f\\u0940 \\u092f\\u0947 \\u0915\\u094d\\u092f\\u093e \\u0915\\u0930\\u0928\\u0947 \\u0932\\u0917\\u0940\\u0902? EXCLUSIVE #IvankaTrump #DonaldTrump #TrumpInIndia\\u2026 https://t.co/edPVG3BqUb',b'1231944911760449536',b'News Tak',b'newstakofficial',"b'Noida, India'","b""Official Handle Of News Tak | An India Today Group's Digital Channel | \\u0916\\u093c\\u092c\\u0930\\u094b\\u0902 \\u0915\\u093e \\u092c\\u093f\\u0932\\u094d\\u0915\\u0941\\u0932 \\u0928\\u092f\\u093e \\u0905\\u0902\\u0926\\u093e\\u091c | \\u0939\\u0930 \\u0930\\u094b\\u091c \\u0924\\u093e\\u091c\\u093e \\u0916\\u092c\\u0930\\u094b\\u0902 \\u0915\\u0947 \\u0932\\u093f\\u090f Follow \\u0915\\u0930\\u0947\\u0902 @Newstakofficial""",b'5561',b'21',b'11',b'4364',b'95',b'False',b'False',b'False',b'False',b'2017-08-08 06:24:20'
b'#IvankaTrump\\nhttps://t.co/XuskfNuAGw',b'1231944850452484097',b'Ravishankar Kumawat',b'ravishankar8740',b'sikar Rajasthan  9672176513',"b'Jeene Ki Raah | \\u091c\\u0940\\u0928\\u0947 \\u0915\\u0940 \\u0930\\u093e\\u0939The Most Downloaded Book, by Jagat Guru Rampal Ji. Please read and Download Jeene Ki Raah (Way to live).The Book \\u201cJeene Ki Raah (Way'",b'423',b'1006',b'0',b'3227',b'2579',b'False',b'False',b'True',b'False',b'2014-10-19 04:11:54'
b'My Rajsthan \\U0001f49d\\n#TrumpInIndia #NamasteyTrump #GoBackTrump #TrumpIndiaVisit #MondayMotivation #Jafrabad #TrumpModiMeet\\u2026 https://t.co/ks2qi9R5fN',b'1231944836875530241',b'Amritsain49',b'amritsain49',b'',b'',b'58',b'113',b'0',b'9902',b'4718',b'False',b'False',b'True',b'False',b'2019-05-19 15:17:17'
b'Taj overwhelms Trump and Melania\\n#TajMahal #TrumpIndiaVisit #TrumpInIndia #TrumpModiMeet #MelaniaTrump #IvankaTrump\\u2026 https://t.co/M4f50lcTUm',b'1231944651520692225',b'PenNews',b'pennewstweet',b'',b'Minute by Minute News round the world',b'2570',b'279',b'24',b'114229',b'72',b'False',b'False',b'True',b'False',b'2017-06-25 03:43:18'
b'Mero #IvankaTrump chahiye  \\U0001f62d',b'1231944558260473856',b'Samad.',b'iSamadkhan_',"b'Hyderabad,India'","b'\\U0001f1ee\\U0001f1f3\\nTax payer.\\n\\nFrom God, For God, To God :)\\n\\U0001f5a4'",b'73',b'1362',b'2',b'2083',b'5703',b'False',b'False',b'True',b'False',b'2014-07-16 05:39:51'
b'#IvankaTrump https://t.co/ThLNJbdZA7',b'1231944557320736768',b'Kudrati katwayega',b'alkatwayega',b'',b'Danger-Tweets might hurt you !\\u2800\\u2800\\u2800\\u2800\\u2800   \\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800OLA HU UBER #Buslims\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\u2800\\n Or Reservation ko har halat me hatna chahiye \\u2800\\u2800\\u2800\\u2800#Freeloaders',b'16',b'55',b'0',b'175',b'1030',b'False',b'False',b'True',b'False',b'2019-12-01 15:52:19'
b'\\u092e\\u0939\\u093f\\u0932\\u093e\\u0913\\u0902 \\u0915\\u0940 \\u092f\\u0947 \\u0906\\u0926\\u0924 \\u0915\\u092d\\u0940 \\u0928\\u0939\\u0940\\u0902 \\u091c\\u093e\\u090f\\u0917\\u0940\\u0964 \\u0907\\u0928\\u0915\\u093e \\u0927\\u094d\\u092f\\u093e\\u0928 \\u0939\\u092e\\u0947\\u0936\\u093e \\u0926\\u0942\\u0938\\u0930\\u094b\\u0902 \\u0915\\u0947 \\u0915\\u092a\\u0921\\u093c\\u094b\\u0902 \\u092a\\u0930 \\u0939\\u0940 \\u0930\\u0939\\u0924\\u093e \\u0939\\u0948\\u0964 100% \\u092f\\u0947 \\u0915\\u093f\\u0938\\u0940 \\u092e\\u0939\\u093f\\u0932\\u093e \\u0910\\u0902\\u0915\\u0930 \\u0915\\u093e \\u0939\\u0940 \\u0915\\u093e\\u2026 https://t.co/hg02h7O9zd',b'1231944470293368833',b'Roop',b'Rooppatti',b'India',b'\\u091c\\u0940\\u0924\\u093e \\u0930\\u0939\\u0947 \\u0905\\u092a\\u0928\\u093e \\u0939\\u093f\\u0902\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928\\u0964 FB 100%\\n\\u0939\\u092e \\u091c\\u093f\\u090f\\u0902\\u0917\\u0947 \\u0914\\u0930 \\u092e\\u0930\\u0947\\u0902\\u0917\\u0947\\u0902 \\u0910 \\u0935\\u0924\\u0928 \\u0924\\u0947\\u0930\\u0947 \\u0932\\u093f\\u090f\\u0964\\n#Modi #AmitShah #AkaliDalBadal #BB13 @Sidharth_Shukla #Kxip',b'76',b'1535',b'0',b'1157',b'14034',b'False',b'False',b'True',b'False',b'2019-09-05 10:58:20'
b'@aajtak \\u092e\\u0939\\u093f\\u0932\\u093e\\u0913\\u0902 \\u0915\\u0940 \\u092f\\u0947 \\u0906\\u0926\\u0924 \\u0915\\u092d\\u0940 \\u0928\\u0939\\u0940\\u0902 \\u091c\\u093e\\u090f\\u0917\\u0940\\u0964 \\u0907\\u0928\\u0915\\u093e \\u0927\\u094d\\u092f\\u093e\\u0928 \\u0939\\u092e\\u0947\\u0936\\u093e \\u0926\\u0942\\u0938\\u0930\\u094b\\u0902 \\u0915\\u0947 \\u0915\\u092a\\u0921\\u093c\\u094b\\u0902 \\u092a\\u0930 \\u0939\\u0940 \\u0930\\u0939\\u0924\\u093e \\u0939\\u0948\\u0964 100% \\u092f\\u0947 \\u0915\\u093f\\u0938\\u0940 \\u092e\\u0939\\u093f\\u0932\\u093e \\u0910\\u0902\\u0915\\u0930\\u2026 https://t.co/6X3VUPXcKw',b'1231944372373028864',b'Roop',b'Rooppatti',b'India',b'\\u091c\\u0940\\u0924\\u093e \\u0930\\u0939\\u0947 \\u0905\\u092a\\u0928\\u093e \\u0939\\u093f\\u0902\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928\\u0964 FB 100%\\n\\u0939\\u092e \\u091c\\u093f\\u090f\\u0902\\u0917\\u0947 \\u0914\\u0930 \\u092e\\u0930\\u0947\\u0902\\u0917\\u0947\\u0902 \\u0910 \\u0935\\u0924\\u0928 \\u0924\\u0947\\u0930\\u0947 \\u0932\\u093f\\u090f\\u0964\\n#Modi #AmitShah #AkaliDalBadal #BB13 @Sidharth_Shukla #Kxip',b'76',b'1535',b'0',b'1157',b'14034',b'False',b'False',b'True',b'False',b'2019-09-05 10:58:20'
b'No offence but she looks prettier than Taj Mahal \\U0001f60d\\n@IvankaTrump \\n#IvankaTrump \\n#TrumpInIndia https://t.co/PgCYuWcZbV',b'1231944299958267904',b'Pratyush Singh',b'Ask_Praty',b'India',b'Proud Hindu || Stoner || Adiyogi Devotee || Quality Analyst',b'368',b'80',b'1',b'466',b'633',b'False',b'False',b'False',b'False',b'2016-03-16 10:56:30'
b'#TrumpInIndia\\n#IvankaTrump \\n#\\u0930\\u093e\\u092e_\\u0930\\u093e\\u092e_\\u091f\\u094d\\u0930\\u092e\\u094d\\u092a \\n#TrumpInIndia \\n\\n\\u0938\\u094d\\u0935\\u093e\\u0917\\u0924 \\u0939\\u0948 \\u0905\\u092a\\u0928\\u093e \\u092d\\u093e\\u0930\\u0924 \\u092e\\u0947 Mr.@realDonaldTrump \\n\\n\\u0964\\u0964\\u091c\\u092c\\u0930\\u0926\\u0938\\u094d\\u0924\\u2026 https://t.co/uf9EOYm10h',b'1231944239191396353',b'\\U0001f1ee\\U0001f1f3\\u092c\\u094d\\u0930\\u093e\\u0939\\u094d\\u092e\\u0923 \\u0936\\u0941\\u092d\\u092e \\U0001f1ee\\U0001f1f3',b'shubham64990847',b'\\u092c\\u093f\\u0939\\u093e\\u0930',b'#Support_BJP',b'84',b'417',b'0',b'364',b'5868',b'False',b'False',b'True',b'False',b'2015-09-16 17:35:31'
"b'""Radical Islamic Terrorism""\\n\\n@Payal_Rohatgi @indiantweeter @Rajput_Ramesh @Real_Anuj @Atheist_Krishna @erbmjha\\u2026 https://t.co/wQh5qMr6oL'",b'1231944213841031174',b'Engineer Kailash \\U0001f1ee\\U0001f1f3\\u270d\\ufe0f',b'iKailash_Ind',"b'Alwar, India'","b""Proud Indian \\U0001f1ee\\U0001f1f3/ Working for peace in India/ proud of #IndianArmedForces soldier/ #NationFirst Always/ proud son of farmer/#IndianArmy #TeamIndia/ RT dn't end""",b'150',b'289',b'0',b'7395',b'9383',b'False',b'False',b'True',b'False',b'2020-02-12 20:14:17'
b'@IvankaTrump Namaste Madam!\\nYou too looking beautiful. \\n#IvankaTrump',b'1231944191351017472',b'\\U0001f1ee\\U0001f1f3RAMDAS\\U0001f1ee\\U0001f1f3',b'akpurohitngr',"b""No Men's Land""",b'Proud \\U0001f6a9Hindu \\U0001f1ee\\U0001f1f3Indian\\nEx- Armed soldier.\\nMy first & Last Love Is Ma BHARTI.\\nAlways Right\\U0001f6a9\\n#IndianArmy\\n#JaHind\\n\\U0001f1ee\\U0001f1f3VNDEMATRAM\\U0001f1ee\\U0001f1f3\\n\\U0001f6a9\\u0950\\u0950\\U0001f6a9',b'3936',b'3556',b'10',b'58611',b'59860',b'False',b'False',b'False',b'False',b'2010-07-25 00:09:22'
"b""Today's pic moment at Ahmadabad airport #NamasteyTrump #DonaldTrump #DonaldTrumpIndiaVisit #IvankaTrump\\u2026 https://t.co/M6joJAKxDA""",b'1231944016574500865',b'Sawant Computers',b'SawantComputers',b'',b'Email:-- sawantcomputers@yahoo.com',b'2',b'9',b'0',b'11',b'3',b'False',b'False',b'True',b'False',b'2018-06-18 18:27:54'
